City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Chitral,PK,2020-10-30 01:30:52,35.85,71.79,47.32,37,0,5.75
307,Hambantota,LK,2020-10-30 01:30:52,6.12,81.12,80.2,75,100,4.81
308,Kiama,AU,2020-10-30 01:30:52,-34.68,150.87,69.8,49,40,11.41
309,Port Keats,AU,2020-10-30 01:30:52,-14.25,129.55,90.46,49,0,8.28
310,Borgarnes,IS,2020-10-30 01:30:52,64.54,-21.92,41.0,80,90,5.82
311,Lorengau,PG,2020-10-30 01:30:52,-2.02,147.27,84.15,74,100,9.37
312,Pangnirtung,CA,2020-10-30 01:30:23,66.15,-65.71,6.08,83,56,3.74
313,Bambous Virieux,MU,2020-10-30 01:30:53,-20.34,57.76,68.0,69,17,7.0
314,Okhotsk,RU,2020-10-30 01:30:53,59.38,143.3,29.19,94,100,10.6
315,Chake Chake,TZ,2020-10-30 01:30:53,-5.25,39.77,75.49,87,99,9.31
316,Lahij,YE,2020-10-30 01:30:53,13.17,44.58,72.55,64,0,4.0
317,Half Moon Bay,US,2020-10-30 01:30:53,37.46,-122.43,69.8,71,1,6.93
318,Basavakalyan,IN,2020-10-30 01:30:53,17.87,76.95,71.11,71,51,5.37
319,Bonoua,CI,2020-10-30 01:30:53,5.27,-3.6,80.6,88,40,5.82
320,Chicama,PE,2020-10-30 01:30:53,-7.84,-79.15,64.53,79,100,6.64
321,Carballo,ES,2020-10-30 01:30:54,43.21,-8.69,48.99,100,75,6.93
322,Fort-Shevchenko,KZ,2020-10-30 01:30:54,44.51,50.26,49.48,50,0,24.34
323,Kieta,PG,2020-10-30 01:30:54,-6.22,155.63,84.45,73,78,11.16
324,Rocha,UY,2020-10-30 01:30:54,-34.48,-54.33,51.3,79,87,9.46
325,Sao Raimundo Das Mangabeiras,BR,2020-10-30 01:30:54,-7.02,-45.48,82.45,61,78,4.41
326,Dicabisagan,PH,2020-10-30 01:30:54,17.08,122.42,81.37,82,70,8.03
327,Seoul,KR,2020-10-30 01:27:41,37.57,126.98,55.4,37,1,3.36
328,Yerbogachen,RU,2020-10-30 01:30:55,61.28,108.01,14.34,95,100,5.79
329,Vanavara,RU,2020-10-30 01:25:57,60.34,102.28,17.87,97,100,4.68
330,Monster,NL,2020-10-30 01:30:55,52.03,4.17,59.0,94,95,11.01
331,Tortoli,IT,2020-10-30 01:30:55,39.93,9.66,60.8,59,40,13.87
332,Biloela,AU,2020-10-30 01:28:43,-24.42,150.5,87.49,27,0,13.35
333,Matveyevka,RU,2020-10-30 01:30:55,52.15,56.18,28.4,86,0,4.47
334,Goure,NE,2020-10-30 01:30:55,13.98,10.27,81.0,18,0,11.01
335,Lewiston,US,2020-10-30 01:28:16,44.1,-70.21,39.0,100,90,8.05
336,Tenenkou,ML,2020-10-30 01:30:56,14.46,-4.92,78.76,16,13,7.67
337,Comodoro Rivadavia,AR,2020-10-30 01:30:56,-45.87,-67.5,50.0,66,0,1.12
338,Sechura,PE,2020-10-30 01:30:56,-5.56,-80.82,65.68,80,100,12.08
339,Rawah,IQ,2020-10-30 01:30:56,34.48,41.91,63.79,26,27,4.29
340,Rus,ES,2020-10-30 01:30:56,38.05,-3.46,60.01,76,0,4.52
341,Fukue,JP,2020-10-30 01:30:56,32.69,128.84,66.2,59,75,16.11
342,Kalianget,ID,2020-10-30 01:30:56,-7.05,113.93,86.05,67,91,12.62
343,Namwala,ZM,2020-10-30 01:27:16,-15.75,26.44,70.18,53,0,3.89
344,Provideniya,RU,2020-10-30 01:30:57,64.38,-173.3,26.6,63,0,0.51
345,Mopipi,BW,2020-10-30 01:30:57,-21.18,24.88,78.42,19,0,16.78
346,Talnakh,RU,2020-10-30 01:30:57,69.49,88.4,4.08,87,65,9.19
347,Muisne,EC,2020-10-30 01:30:57,0.6,-80.03,74.39,84,100,8.95
348,Quatre Cocos,MU,2020-10-30 01:28:31,-20.21,57.76,68.0,69,4,7.0
349,Namibe,AO,2020-10-30 01:26:05,-15.2,12.15,69.58,73,0,4.92
350,Mackay,AU,2020-10-30 01:30:57,-21.15,149.2,91.0,43,0,16.11
351,Palma Di Montechiaro,IT,2020-10-30 01:30:57,37.19,13.77,55.0,100,37,3.0
352,Faya,SA,2020-10-30 01:30:57,18.39,42.45,55.4,40,0,2.68
353,Angoche,MZ,2020-10-30 01:30:57,-16.23,39.91,74.61,86,0,4.5
354,Port Hardy,CA,2020-10-30 01:30:57,50.7,-127.42,53.24,81,100,15.64
355,Kalach-Na-Donu,RU,2020-10-30 01:30:58,48.69,43.53,46.4,61,90,8.95
356,Isangel,VU,2020-10-30 01:29:05,-19.55,169.27,82.4,69,75,11.41
357,Srednekolymsk,RU,2020-10-30 01:30:58,67.45,153.68,6.04,93,100,1.36
358,Kourou,GF,2020-10-30 01:30:04,5.16,-52.65,82.4,83,0,6.93
359,Baykit,RU,2020-10-30 01:30:58,61.67,96.37,11.14,92,96,2.44
360,Yeppoon,AU,2020-10-30 01:30:58,-23.13,150.73,86.0,51,2,8.05
361,Matara,LK,2020-10-30 01:28:17,5.95,80.54,77.13,83,100,5.08
362,Meulaboh,ID,2020-10-30 01:30:58,4.14,96.13,81.16,70,90,3.8
363,Teya,RU,2020-10-30 01:30:58,60.38,92.63,9.84,92,100,3.62
364,Saint-Augustin,CA,2020-10-30 01:29:03,51.23,-58.65,29.32,88,71,13.69
365,Hornepayne,CA,2020-10-30 01:30:58,49.21,-84.77,19.04,82,0,1.74
366,Cockburn Town,TC,2020-10-30 01:30:23,21.46,-71.14,82.42,79,36,17.85
367,Mirnyy,RU,2020-10-30 01:30:59,62.54,113.96,5.9,90,100,9.04
368,Luchegorsk,RU,2020-10-30 01:30:59,46.48,134.26,43.02,67,8,5.01
369,Sao Joao Da Barra,BR,2020-10-30 01:30:59,-21.64,-41.05,75.61,89,96,19.26
370,Kudahuvadhoo,MV,2020-10-30 01:30:59,2.67,72.89,82.53,77,54,10.67
371,Salalah,OM,2020-10-30 01:26:59,17.02,54.09,75.2,73,0,4.7
372,Westerland,DE,2020-10-30 01:30:59,54.91,8.3,50.0,100,100,14.99
373,Beloha,MG,2020-10-30 01:30:59,-25.17,45.05,65.66,79,0,11.74
374,Sept-Iles,CA,2020-10-30 01:27:21,50.2,-66.38,27.0,64,0,5.01
375,Khairabad,IN,2020-10-30 01:30:59,27.53,80.75,69.8,40,0,4.9
376,Broome,US,2020-10-30 01:30:59,42.25,-75.83,43.0,93,90,12.75
377,Port-Gentil,GA,2020-10-30 01:31:00,-0.72,8.78,77.61,81,100,0.87
378,Collecchio,IT,2020-10-30 01:31:00,44.75,10.22,51.01,92,100,2.77
379,Hiranagar,IN,2020-10-30 01:31:00,32.45,75.27,61.65,30,0,0.74
380,Elizabeth City,US,2020-10-30 01:26:13,36.29,-76.25,77.0,86,98,14.45
381,Lumberton,US,2020-10-30 01:27:05,34.62,-79.01,77.0,83,75,13.87
382,Chimbote,PE,2020-10-30 01:31:00,-9.09,-78.58,61.68,88,100,9.01
383,Sampit,ID,2020-10-30 01:31:00,-2.53,112.95,87.28,60,74,3.2
384,Taltal,CL,2020-10-30 01:31:00,-25.4,-70.48,57.13,72,36,3.83
385,Minden,DE,2020-10-30 01:31:00,52.28,8.92,54.0,93,75,10.29
386,Faanui,PF,2020-10-30 01:29:40,-16.48,-151.75,80.29,78,0,10.04
387,Pundaguitan,PH,2020-10-30 01:31:01,6.37,126.17,83.35,73,97,9.13
388,Price,US,2020-10-30 01:31:01,39.6,-110.81,51.8,27,1,8.05
389,Alice Springs,AU,2020-10-30 01:30:46,-23.7,133.88,71.6,21,0,10.29
390,Mahebourg,MU,2020-10-30 01:31:01,-20.41,57.7,68.0,69,17,7.0
391,Carrollton,US,2020-10-30 01:30:22,32.95,-96.89,54.0,66,5,6.93
392,Guerrero Negro,MX,2020-10-30 01:29:14,27.98,-114.06,71.15,35,0,11.7
393,Oxapampa,PE,2020-10-30 01:31:01,-10.58,-75.4,60.62,89,100,2.73
394,Glenwood Springs,US,2020-10-30 01:30:37,39.55,-107.32,39.99,72,1,6.93
395,Prescott,US,2020-10-30 01:29:29,34.54,-112.47,64.0,20,1,5.82
396,Itarema,BR,2020-10-30 01:27:08,-2.92,-39.92,78.08,80,70,14.74
397,Richards Bay,ZA,2020-10-30 01:31:02,-28.78,32.04,72.73,73,100,9.1
398,Toba,JP,2020-10-30 01:31:02,34.48,136.85,62.01,62,0,8.99
399,Christchurch,NZ,2020-10-30 01:30:37,-43.53,172.63,66.99,77,87,9.17
400,Herat,AF,2020-10-30 01:31:02,34.5,62.0,32.0,83,0,2.24
401,Solikamsk,RU,2020-10-30 01:31:02,59.62,56.77,29.68,98,90,7.31
402,Ishigaki,JP,2020-10-30 01:26:15,24.34,124.16,78.8,78,75,16.11
403,Lompoc,US,2020-10-30 01:31:03,34.64,-120.46,63.0,82,1,11.41
404,Talakan,RU,2020-10-30 01:31:03,50.32,130.37,36.48,78,100,4.45
405,Banyo,CM,2020-10-30 01:31:03,6.75,11.82,64.98,85,100,1.92
406,Lagoa,PT,2020-10-30 01:26:04,39.05,-27.98,67.46,89,100,9.84
407,Belmonte,BR,2020-10-30 01:31:03,-15.86,-38.88,75.2,88,90,6.93
408,Weinan,CN,2020-10-30 01:31:03,34.5,109.51,55.0,93,20,13.42
409,Conakry,GN,2020-10-30 01:31:03,9.54,-13.68,81.07,80,49,3.96
410,Haines Junction,CA,2020-10-30 01:30:52,60.75,-137.51,23.77,94,100,1.48
411,Tutoia,BR,2020-10-30 01:28:33,-2.76,-42.27,80.91,75,61,13.6
412,Saint Anthony,US,2020-10-30 01:31:03,45.02,-93.22,32.0,68,1,2.15
413,Jiujiang,CN,2020-10-30 01:31:04,29.73,115.98,66.83,60,0,12.39
414,Aklavik,CA,2020-10-30 01:31:04,68.22,-135.01,9.23,92,35,6.71
415,Abalak,RU,2020-10-30 01:31:04,58.13,68.59,31.64,99,73,7.65
416,Marfino,RU,2020-10-30 01:31:04,55.7,37.38,37.0,75,0,6.71
417,Palauig,PH,2020-10-30 01:31:04,15.44,119.9,84.33,70,1,3.09
418,Kualakapuas,ID,2020-10-30 01:31:04,-3.01,114.39,91.53,58,50,1.61
419,Zheshart,RU,2020-10-30 01:31:04,62.07,49.57,40.82,96,100,7.36
420,Batemans Bay,AU,2020-10-30 01:30:01,-35.72,150.18,66.99,75,99,7.0
421,Liwale,TZ,2020-10-30 01:31:04,-9.77,37.93,70.41,84,84,2.06
422,Kahului,US,2020-10-30 01:31:05,20.89,-156.47,87.8,55,75,8.05
423,Pemangkat,ID,2020-10-30 01:31:05,1.17,108.97,83.61,74,42,7.31
424,Liepaja,LV,2020-10-30 01:31:05,56.54,21.04,48.2,93,75,4.7
425,Guymon,US,2020-10-30 01:31:05,36.68,-101.48,42.8,81,1,8.05
426,Hami,CN,2020-10-30 01:31:05,42.8,93.45,45.64,49,7,9.46
427,Mantenopolis,BR,2020-10-30 01:31:05,-18.86,-41.12,71.49,95,100,6.93
428,Byron Bay,AU,2020-10-30 01:30:03,-28.65,153.62,84.0,73,0,14.99
429,Ovalle,CL,2020-10-30 01:31:05,-30.6,-71.2,53.89,71,0,1.36
430,Moussoro,TD,2020-10-30 01:31:06,13.64,16.49,82.44,19,0,10.89
431,Perth,AU,2020-10-30 01:29:23,-31.93,115.83,84.0,29,0,18.34
432,Mareeba,AU,2020-10-30 01:31:06,-17.0,145.43,89.01,62,0,10.29
433,Ixtapa,MX,2020-10-30 01:31:06,20.7,-105.2,82.4,74,5,4.7
434,Basoko,CD,2020-10-30 01:27:40,1.24,23.62,69.55,94,99,0.72
435,Salinopolis,BR,2020-10-30 01:30:45,-0.61,-47.36,80.82,82,15,13.22
436,Gisborne,NZ,2020-10-30 01:29:53,-38.65,178.0,72.0,74,78,1.99
437,Altay,CN,2020-10-30 01:31:06,47.87,88.12,23.54,86,71,3.51
438,Tibu,CO,2020-10-30 01:31:06,8.64,-72.74,75.16,96,100,1.77
439,Qom,IR,2020-10-30 01:31:06,34.64,50.88,50.67,47,1,2.51
440,Danielskuil,ZA,2020-10-30 01:31:06,-28.19,23.54,62.29,53,98,6.96
441,Fredericksburg,US,2020-10-30 01:27:37,38.3,-77.46,53.6,100,90,5.23
442,Olinda,BR,2020-10-30 01:30:17,-8.01,-34.86,80.6,74,40,9.17
443,Chifeng,CN,2020-10-30 01:31:07,42.27,118.96,50.54,40,0,4.23
444,Alta Floresta,BR,2020-10-30 01:30:59,-9.88,-56.09,72.66,97,100,4.07
445,Novo Aripuana,BR,2020-10-30 01:31:07,-5.12,-60.38,73.63,95,94,3.04
446,Viesite,LV,2020-10-30 01:31:07,56.35,25.56,45.07,98,100,2.77
447,Nipawin,CA,2020-10-30 01:31:07,53.37,-104.0,26.44,97,5,7.23
448,Sawakin,SD,2020-10-30 01:31:07,19.11,37.33,83.68,68,42,7.31
449,Dubti,ET,2020-10-30 01:31:07,11.74,41.09,76.46,50,0,6.08
450,Cabo San Lucas,MX,2020-10-30 01:31:07,22.89,-109.91,77.0,57,20,12.75
451,Goundam,ML,2020-10-30 01:31:07,16.41,-3.67,82.85,14,63,8.25
452,Auki,SB,2020-10-30 01:31:07,-8.77,160.7,77.13,88,100,5.84
453,Sri Aman,MY,2020-10-30 01:31:08,1.24,111.46,82.4,83,20,4.43
454,Oistins,BB,2020-10-30 01:31:08,13.07,-59.53,80.6,88,40,23.04
455,Pimentel,PE,2020-10-30 01:28:56,-6.84,-79.93,62.71,87,100,15.52
456,Luis Correia,BR,2020-10-30 01:31:08,-2.88,-41.67,79.86,68,63,17.49
457,Olafsvik,IS,2020-10-30 01:31:08,64.89,-23.71,42.06,86,100,16.06
458,San Quintin,MX,2020-10-30 01:31:08,30.48,-115.95,51.01,24,0,4.0
459,Longyearbyen,SJ,2020-10-30 01:31:08,78.22,15.64,19.4,57,20,17.22
460,Hazorasp,UZ,2020-10-30 01:31:08,41.32,61.07,33.8,69,0,6.93
461,Ormara,PK,2020-10-30 01:31:08,25.21,64.64,75.07,34,0,8.34
462,Susuman,RU,2020-10-30 01:31:08,62.78,148.17,13.17,93,100,1.52
463,Makakilo City,US,2020-10-30 01:31:09,21.35,-158.09,84.2,61,90,11.41
464,Muroto,JP,2020-10-30 01:31:09,33.28,134.15,68.0,37,75,16.11
465,Beyneu,KZ,2020-10-30 01:29:52,45.32,55.2,42.3,60,95,15.37
466,Samarai,PG,2020-10-30 01:31:09,-10.62,150.67,81.79,77,41,9.82
467,Aliwal North,ZA,2020-10-30 01:31:09,-30.69,26.71,57.83,83,47,3.89
468,Esperance,AU,2020-10-30 01:26:56,-33.87,121.9,66.2,42,100,12.75
469,Vestmanna,FO,2020-10-30 01:31:09,62.16,-7.17,48.2,87,100,29.97
470,Paamiut,GL,2020-10-30 01:26:54,61.99,-49.67,27.37,88,0,9.64
471,Billings,US,2020-10-30 01:31:09,45.78,-108.5,51.8,50,75,13.87
472,Alexandria,EG,2020-10-30 01:27:26,31.22,29.96,75.2,60,0,6.93
473,San Juan,AR,2020-10-30 01:31:09,-31.54,-68.54,65.97,25,95,14.85
474,Puerto Baquerizo Moreno,EC,2020-10-30 01:31:10,-0.9,-89.6,68.38,92,77,9.91
475,Buchanan,LR,2020-10-30 01:29:23,5.88,-10.05,77.0,94,75,6.67
476,Campo Maior,BR,2020-10-30 01:31:10,-4.83,-42.17,80.62,64,100,5.28
477,Tiarei,PF,2020-10-30 01:31:10,-17.53,-149.33,84.2,70,40,13.87
478,Ilulissat,GL,2020-10-30 01:31:10,69.22,-51.1,19.4,73,69,3.36
479,Praia,CV,2020-10-30 01:31:10,14.92,-23.51,78.8,78,20,18.34
480,Namtsy,RU,2020-10-30 01:31:10,62.72,129.67,-11.2,76,20,2.24
481,Saint-Joseph,RE,2020-10-30 01:31:10,-21.37,55.62,69.8,56,75,13.87
482,Nemuro,JP,2020-10-30 01:28:58,43.32,145.57,48.2,66,75,10.29
483,Venado Tuerto,AR,2020-10-30 01:30:21,-33.75,-61.97,53.01,79,0,1.99
484,Axim,GH,2020-10-30 01:31:10,4.87,-2.24,76.96,89,9,4.94
485,Quelimane,MZ,2020-10-30 01:28:30,-17.88,36.89,70.25,92,0,2.59
486,Kushiro,JP,2020-10-30 01:31:11,42.98,144.37,51.8,50,40,6.93
487,Fort Nelson,CA,2020-10-30 01:30:47,58.81,-122.7,26.58,97,100,3.11
488,Campestre,BR,2020-10-30 01:31:11,-21.71,-46.25,63.79,95,100,3.47
489,Phaltan,IN,2020-10-30 01:31:11,17.98,74.43,71.2,66,37,3.51
490,Fowa,NG,2020-10-30 01:31:11,8.92,6.4,76.26,63,100,2.86
491,Champerico,GT,2020-10-30 01:28:54,14.3,-91.92,80.6,88,90,4.7
492,Los Llanos De Aridane,ES,2020-10-30 01:31:11,28.66,-17.92,69.8,68,75,9.17
493,Santa Isabel,BR,2020-10-30 01:31:11,-23.32,-46.22,69.8,88,90,5.82
494,Nago,JP,2020-10-30 01:31:12,26.59,127.98,75.2,64,90,12.75
495,Nampula,MZ,2020-10-30 01:31:12,-15.12,39.27,71.6,94,0,5.82
496,Hamilton,US,2020-10-30 01:30:02,39.18,-84.53,45.0,87,90,14.99
497,Iskateley,RU,2020-10-30 01:31:12,67.68,53.15,38.88,91,99,16.49
498,Tukrah,LY,2020-10-30 01:31:12,32.53,20.58,68.41,70,28,8.63
499,Kosonsoy,UZ,2020-10-30 01:31:12,41.26,71.55,35.6,59,0,3.22
500,Panormos,GR,2020-10-30 01:31:12,35.42,24.69,66.0,88,40,4.32
501,Tonj,SS,2020-10-30 01:31:12,7.27,28.68,71.55,91,100,6.15
502,Ayan,RU,2020-10-30 01:31:12,56.45,138.17,27.46,87,95,6.96
503,Onalaska,US,2020-10-30 01:31:13,43.88,-91.24,37.4,55,90,5.82
504,Opuwo,NA,2020-10-30 01:31:13,-18.06,13.84,64.36,40,11,5.46
505,Gravdal,NO,2020-10-30 01:31:13,68.12,13.5,37.31,76,65,12.84
506,Cherskiy,RU,2020-10-30 01:30:16,68.75,161.3,7.81,93,100,3.49
507,Longyan,CN,2020-10-30 01:31:13,25.11,117.02,75.99,64,58,3.0
508,Eyl,SO,2020-10-30 01:31:13,7.98,49.82,79.52,74,94,1.1
509,Rock Sound,BS,2020-10-30 01:31:13,24.9,-76.2,81.68,80,0,11.83
510,Duku,NG,2020-10-30 01:31:14,11.24,4.91,74.79,34,0,2.17
511,Buarcos,PT,2020-10-30 01:31:14,40.17,-8.88,60.01,93,0,3.36
512,Vengerovo,RU,2020-10-30 01:31:14,55.68,76.75,34.95,97,100,14.58
513,Constitucion,CL,2020-10-30 01:27:27,-35.33,-72.42,55.63,75,0,8.57
514,West Bay,KY,2020-10-30 01:31:15,19.37,-81.42,80.6,78,20,7.58
515,Puerto Rico,AR,2020-10-30 01:31:15,-26.8,-55.02,62.62,72,0,3.51
516,Corbii Mari,RO,2020-10-30 01:31:15,44.55,25.5,52.0,100,100,3.36
517,Marabba,SD,2020-10-30 01:31:15,12.35,32.18,80.89,33,0,4.36
518,Manjacaze,MZ,2020-10-30 01:31:15,-24.71,33.88,68.56,96,59,5.61
519,Kathmandu,NP,2020-10-30 01:31:15,27.72,85.32,55.4,93,20,2.24
520,Jalu,LY,2020-10-30 01:27:56,29.03,21.55,62.15,77,0,8.75
521,Egvekinot,RU,2020-10-30 01:31:15,66.32,-179.17,14.4,86,4,0.87
522,Dedza,MW,2020-10-30 01:31:15,-14.38,34.33,60.67,69,3,5.64
523,Llanes,ES,2020-10-30 01:31:16,43.42,-4.75,53.01,96,48,4.0
524,Darab,IR,2020-10-30 01:31:16,28.75,54.54,54.41,35,0,5.03
525,Pedernales,DO,2020-10-30 01:31:16,18.04,-71.74,80.47,70,54,1.1
526,Letterkenny,IE,2020-10-30 01:29:04,54.95,-7.73,50.9,83,100,11.39
527,Borovoy,RU,2020-10-30 01:31:16,55.43,86.08,30.2,92,90,8.95
528,Chapais,CA,2020-10-30 01:31:16,49.78,-74.85,12.4,97,0,4.92
529,Manicore,BR,2020-10-30 01:31:16,-5.81,-61.3,78.8,94,0,3.36
530,Homestead,US,2020-10-30 01:31:09,25.47,-80.48,80.6,88,1,4.21
531,Marawi,PH,2020-10-30 01:31:16,8.0,124.29,79.14,69,100,5.01
532,Sterling,US,2020-10-30 01:27:30,39.01,-77.43,51.8,87,90,9.17
533,Zhuhai,CN,2020-10-30 01:29:43,22.28,113.57,75.2,78,40,13.87
534,Mehran,IR,2020-10-30 01:31:16,33.12,46.16,66.2,17,0,1.21
535,Scarborough,GB,2020-10-30 01:31:16,54.28,-0.4,55.99,92,100,5.99
536,Warrington,GB,2020-10-30 01:31:16,53.39,-2.58,60.8,77,100,19.46
537,Keuruu,FI,2020-10-30 01:31:16,62.27,24.7,46.4,93,90,3.36
538,Nuuk,GL,2020-10-30 01:31:16,64.18,-51.72,23.0,73,47,8.05
539,Golub-Dobrzyn,PL,2020-10-30 01:31:17,53.11,19.05,46.0,89,31,3.0
540,Mwene-Ditu,CD,2020-10-30 01:31:17,-7.0,23.45,65.43,100,100,1.95
541,Biscarrosse,FR,2020-10-30 01:31:17,44.39,-1.17,46.4,100,29,2.24
542,Tromso,NO,2020-10-30 01:26:20,69.65,18.96,32.0,93,90,23.04
543,Lazaro Cardenas,MX,2020-10-30 01:31:17,17.96,-102.2,80.11,83,87,3.65
544,Cootamundra,AU,2020-10-30 01:30:49,-34.65,148.03,73.99,50,93,4.0
545,Noumea,NC,2020-10-30 01:31:17,-22.28,166.46,86.0,48,90,10.29
546,Codrington,AU,2020-10-30 01:27:12,-38.27,141.97,59.14,76,0,11.18
547,Bolitoc,PH,2020-10-30 01:31:17,15.74,119.88,85.75,66,0,2.01
548,Sadat,IN,2020-10-30 01:31:17,25.68,83.28,62.6,88,0,3.36
549,Algiers,DZ,2020-10-30 01:31:17,36.75,3.04,50.0,100,20,3.36
550,Khasan,RU,2020-10-30 01:30:15,42.43,130.64,46.71,52,0,13.42
551,Ola,RU,2020-10-30 01:30:18,59.58,151.28,31.06,90,100,4.92
552,Chemal,RU,2020-10-30 01:31:17,51.41,86.0,31.77,89,100,10.69
553,Labuhan,ID,2020-10-30 01:31:17,-6.88,112.21,87.51,61,86,9.53
554,Labuan,MY,2020-10-30 01:31:17,5.28,115.24,82.4,83,40,3.36
555,Buala,SB,2020-10-30 01:27:13,-8.14,159.59,80.26,82,100,10.45
556,Krasnaya Gorbatka,RU,2020-10-30 01:31:18,55.87,41.76,31.59,95,20,5.64
557,Kudat,MY,2020-10-30 01:31:18,6.88,116.85,84.2,79,20,4.7
558,Talcahuano,CL,2020-10-30 01:31:18,-36.72,-73.12,57.2,82,0,2.24
559,Asau,RO,2020-10-30 01:29:33,46.43,26.4,46.0,92,100,4.38
560,Irinjalakuda,IN,2020-10-30 01:31:18,10.33,76.23,77.0,94,40,1.95
561,Bassano,CA,2020-10-30 01:31:18,50.78,-112.47,41.0,53,99,1.79
562,Kulhudhuffushi,MV,2020-10-30 01:28:41,6.62,73.07,82.24,70,1,6.04
563,Thomasville,US,2020-10-30 01:28:36,35.88,-80.08,75.0,85,53,1.01
564,Kutum,SD,2020-10-30 01:31:18,14.2,24.67,71.08,27,8,10.8
565,Bakel,SN,2020-10-30 01:31:18,14.9,-12.46,83.71,17,100,7.65
566,Pangkalanbuun,ID,2020-10-30 01:31:18,-2.68,111.62,88.3,58,53,4.14
567,Plavinas,LV,2020-10-30 01:31:19,56.62,25.73,46.44,96,97,1.88
568,Beipiao,CN,2020-10-30 01:31:19,41.79,120.78,50.31,46,0,7.65
569,Boende,CD,2020-10-30 01:31:19,-0.22,20.87,68.47,95,100,2.06
570,Bonanza,NI,2020-10-30 01:31:19,14.03,-84.59,72.99,97,100,2.3
571,Chongwe,ZM,2020-10-30 01:31:19,-15.33,28.68,69.8,50,0,6.76
572,Mint Hill,US,2020-10-30 01:31:19,35.18,-80.65,75.99,88,75,10.29
573,Mumford,GH,2020-10-30 01:31:19,5.26,-0.76,77.38,87,7,7.0
574,Belaya Gora,RU,2020-10-30 01:31:19,68.53,146.42,7.05,95,100,7.38
